season_name,source_snapshot_date,club_name,player_name,is_home_grown,squad_scope,source_note
2025/26,2026-02-05,Manchester United,"Martinez, Lisandro",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Manchester United,"Mazraoui, Noussair",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Manchester United,"Mbeumo, Bryan Tetsadong Marceau",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Manchester United,"Mee, Dermot William",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Manchester United,"Mount, Mason Tony",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Manchester United,"Santos Carneiro da Cunha, Matheus",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Manchester United,"Sesko, Benjamin",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Manchester United,"Shaw, Luke Paul Hoare",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Manchester United,"Ugarte Ribeiro, Manuel",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Manchester United,"Zirkzee, Joshua Orobosa",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Apolinario De Lira, Joelinton Cassio",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Barnes, Harvey Lewis",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Botman, Sven Adriaan",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Burn, Daniel Johnson",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Elanga, Anthony David Junior",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Gillespie, Mark Joseph",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Gordon, Anthony Michael",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Guimaraes Rodriguez Moura, Bruno",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Kraft, Emil Henry Kristoffer",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Livramento, Valentino",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Murphy, Jacob Kai",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Osula, William Idamudia Daugaard",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Pope, Nicholas David",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Ramsdale, Aaron",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Ramsey, Jacob Matthew Decourcey",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Ruddy, John Thomas Gordon",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Schar, Fabian Lukas",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Thiaw, Malick",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Tonali, Sandro",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Trippier, Kieran John",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Willock, Joseph George",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Wissa, Yoane",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Newcastle United,"Woltemade, Nick",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Aina, Temitayo Olufisayo Olaoluwa",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Anderson, Elliot Junior",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Awoniyi, Taiwo Micheal",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Bakwa, Dilane Ros-Anderson",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Costa Dos Santos, Murillo Santiago",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Dominguez, Nicolas Martin",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Gibbs-White, Morgan Anthony",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Giraud-Hutchinson, Omari Elijah",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Gunn, Angus Fraser James",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Hudson-Odoi, Callum James",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Lucca, Lorenzo",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Maciel Da Cruz, Igor Jesus",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Maciel Furtado, John Victor",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"McAtee, James John",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Milenkovic, Nikola",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Ndoye, Dan",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Netz, Luca",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Ortega Moreno, Stefan",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Rodrigues Da Silva, Felipe",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Sangare, Ibrahim",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Savona, Nicolo",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Sels, Matz Willy Els",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Williams, Neco Shay",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Wood, Christopher Grant",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Nottingham Forest,"Yates, Ryan James",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Alderete Fernandez, Omar Federico",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Ba, Abdoullah Mustapha",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Ballard, Daniel George",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Brobbey, Brian Ebenezer Adjai",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Cirkin, Dennis",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Ellborg, Melker Ake",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Geertruida, Lutsharel Emiliano",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Hume, Trai",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Isidor, Wilson",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Le Fée, Enzo Jérémy",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Mandava, Reinildo Isnard",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Moore, Simon William",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Mukiele Mulere, Nordi",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Mundle, Romaine Lee",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"O'Nien, Luke Terry",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Poveda-Ocampo, Ian Carlo",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Ramirez, Nilson David Angulo",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Richardson, Adam Lee",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Roefs, Robin Gerardus Petrus",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Traore, Bertrand Isidore",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Sunderland,"Xhaka, Granit",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Austin, Brandon Anthony",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Bentancur, Rodrigo",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Bissouma, Yves",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Craig, Matthew George",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Danso, Kevin",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Davies, Benjamin Thomas",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"De Andrade, Richarlison",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Dragusin, Radu-Matei",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Gallagher, Conor",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Kinsky, Antonin",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Kolo Muani, Randal",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Kudus, Mohammed",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Kulusevski, Dejan",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Lobo Alves P. Costa Palhinha Goncalves, Joao Maria",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Maddison, James",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Porro Sauceda, Pedro Antonio",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Romero, Cristian Gabriel",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Sarr, Pape Matar",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Simons, Xavi Quentin Shay",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Solanke-Mitchell, Dominic Ayodele",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Spence, Diop Djed",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Udogie, Iyenoma Destiny",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Van De Ven, Micky",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Tottenham Hotspur,"Vicario, Guglielmo",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Areola, Alphonse Francis",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Bowen, Jarrod",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Castellanos Gimenez, Valentin Mariano Jose",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Disasi Mhakinis Belho, Axel",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Fabianski, Lukasz Marek",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Hermansen, Mads",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Kilman, Maximilian",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Lamadrid Briceno, Keiber Alberto",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Magassa, Soungoutou",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Mavropanos, Konstantinos",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Potts, Freddie",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Soucek, Tomas",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Summerville, Crysencio Jilbert Sylverio Cirro",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Todibo, Jean-Clair Dimitri Roger",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Traore Diarra, Adama",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Walker-Peters, Kyle Leonardus",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Wan-Bissaka, Aaron",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Wilson, Callum Eddie Graham",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Agbadou, Badobre Emmanuel Elysee Djedje",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Arias Andrade, Jhon Adolfo",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Armstrong, Adam James",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Arokodare, Toluwalase Emmanuel",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Bellegarde, Jeanricner",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Bentley, Daniel Ian",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Bueno Lopez, Hugo",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Doherty, Matthew James",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Gomes, Adilson Angel Abreu Almeida",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Gomes, Tote Antonio",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Gomes Da Silva, Joao Victor",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Griffiths, Harvey Lawson",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Hwang, Hee-Chan",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Ignacio Bueno, Santiago",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Johnstone, Samuel Luke",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Krejci, Ladislav",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Lembikisa, Dexter Joeng Woo",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Malheiro De Sa, Jose Pedro",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Martins Gomes, Rodrigo",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Mosquera Valdelamar, Yerson",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Tchatchoua, Jackson",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Trindade Da Costa Neto, Andre",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Wolfe, David Moller",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
